RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_181840	1.6665552997375e-17	-3.92635065335074	0	1	1	chr10	+	118956999	118969810	KCNK18	12811	1155	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_181842	-0.831610324896367	0.700044454687777	0.636190709700831	0.425093571960546	1	chr6	-	31867393	31869769	ZBTB12	2376	1865	0.944332418797489	-1.32089954043659	2.02369516313381	-6.92635048729141
NM_181843	2.61968637294736	-0.0170255205946459	5.33053476533896	0.0209549546503729	0.27868323818031	chr11	-	67395408	67397408	NUDT8	2000	816	-0.0495167080573817	-6.92635048729141	0.354919373181705	0.570301594971241
NM_181844	0.421638808878998	7.24092339572606	0.765670824881227	0.381559658209445	1	chr17	+	6926368	6932961	BCL6B	6593	3525	7.00314010753157	7.00917013653304	7.22596883476096	7.6294554735992
NM_181846	-0.276437159074539	4.11747540324663	0.326225269753508	0.567890285549886	1	chr19	+	58838384	58853712	ZSCAN22	15328	4643	4.28190966932628	4.19016113670404	4.18648600833039	3.73310830371353
NM_181847	0.338275625394837	3.7807376807566	0.472083356814355	0.492030285139731	1	chr12	-	47469489	47473734	AMIGO2	4245	3849	3.23980630411279	3.91240383420619	3.83933068459025	3.99246293388149
NM_181877	-0.317824292962163	2.87186143993949	0.427322275598888	0.513305800388477	1	chr15	+	85144248	85166947	ZSCAN2	22699	3747	2.90595031313998	3.1099657218806	2.68788125678191	2.69418550270631
NM_181885	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	+	155911479	155912625	RXFP4	1146	1146	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_181893	0.0298721574933345	8.64399010419098	0.0038200013250389	0.950717198470868	1	chr4	-	103715539	103790050	UBE2D3	74511	3631	8.5064958547702	8.74194443472059	8.76539846358003	8.54283969003265
NM_181900	-0.868267847147365	1.05971635470429	0.564005378437681	0.452650901434428	1	chr15	-	81605006	81616524	STARD5	11518	1316	0.833794142456555	0.737212799829497	-2.93024925188403	2.14992867154585
NM_181985	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	-	54818352	54824409	LILRA5	6057	1329	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182314	-1.09529301669895	2.02814867677884	4.59529654796335	0.0320597961992074	0.385491060584501	chrX	-	129757356	130037291	ENOX2	279935	4265	3.05506028597571	1.31106024173997	2.10841736310881	0.055284801039146
NM_182471	-0.161968876031381	10.68997544336	0.115921900932108	0.733500311289797	1	chr15	-	72491369	72523727	PKM	32358	2501	10.7464112870402	10.7838394501118	10.457768489828	10.7485056337794
NM_182480	-0.780667727973134	-0.320438761611213	1.7838991384681	0.181671262704829	1	chr14	+	74416636	74429813	COQ6	13177	1602	-0.278708952274323	0.0477041822686714	-1.25800253706001	-0.563035910242824
NM_182486	-0.059805846832822	5.73739796011326	0.0156323148106878	0.900500389270572	1	chr22	-	37576205	37584330	C1QTNF6	8125	1652	5.37707850864243	6.09291452496878	5.46314982096217	5.88781804687257
NM_182487	1.6665552997375e-17	-3.92635065335074	0	1	1	chr9	+	127539436	127577170	OLFML2A	37734	6551	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182488	0.462044655251049	4.03720035125539	0.917309135935035	0.338182498620091	1	chr13	-	27640286	27746033	USP12	105747	4503	3.60630673454885	3.94948782745146	4.20904365408837	4.27169634165568
NM_182489	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	134916730	134943244	STRA8	26514	993	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182491	-0.530284786649172	2.74706196728994	1.12132678936127	0.289632941177405	1	chr7	-	1192542	1199855	ZFAND2A	7313	901	3.4511391789541	2.3604224738492	2.6506964748043	2.10391902873233
NM_182493	-4.73057095519695	-3.13309114419764	7.04845249720892	0.00793337608548094	0.12885272410535	chr16	-	46736193	46782221	MYLK3	46028	7998	-6.92635048729141	-2.40221342648278	-6.9263504872914	-6.92635048729141
NM_182495	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	+	114549199	114577652	NXPE2	28453	1778	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182496	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	-	96260825	96336428	CCDC38	75603	1954	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182497	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	-	39133967	39143387	KRT40	9420	1938	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182498	-0.207705011045966	3.28777856347423	0.160913401872662	0.688316958604279	1	chr19	-	44111375	44124014	ZNF428	12639	1395	3.07948934373823	3.63966982454712	3.31742139412878	2.99068174807078
NM_182500	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	11273178	11286916	C2orf50	13738	1056	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182501	-0.703461190288859	1.64341592321277	1.34880238058559	0.245487595391186	1	chr2	-	242034980	242041747	MTERF4	6767	1637	1.56232905076685	2.00695641043813	-0.0116118856924473	2.08509630707018
NM_182502	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	-	69092370	69111412	TMPRSS11B	19042	2645	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182503	-0.500818058277525	1.77357496891839	0.754113122886768	0.385177108054037	1	chr6	-	143743968	143771841	ADAT2	27873	6253	1.63004844545608	2.08080943026117	0.400433203284914	2.24626370578758
NM_182504	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	73275488	73280223	WBSCR28	4735	854	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182505	-1.40050917713239	0.503775369727933	6.51112359362429	0.0107201750219042	0.165594351194797	chr9	+	74526422	74588371	C9orf85	61949	1315	1.02201047306402	0.932229157250496	-0.504196359727355	-0.343149050073012
NM_182506	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	+	27826106	27841131	MAGEB10	15025	1953	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182508	1.6665552997375e-17	-3.92635065335074	0	1	1	chr13	+	43355685	43365685	FAM216B	10000	3302	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182511	1.27472725908079	-1.64252992762126	0.609538917268436	0.434961468762172	1	chr18	-	70203914	70211723	CBLN2	7809	2894	-2.17710458239429	-6.92635048729141	-6.9263504872914	-0.395059302423326
NM_182513	-1.13186579882605	1.0539961399372	3.86789793665018	0.0492181281301737	0.519271816450824	chr19	-	11257830	11266484	SPC24	8654	654	2.04412759053006	0.684042029455311	0.307922777703711	0.166903117677645
NM_182515	0.287124773472153	2.68598172932937	0.304808550425076	0.580883477495446	1	chr19	+	21264952	21307883	ZNF714	42931	8791	1.78662267131401	3.09476719174197	2.5124399355921	2.96001704253761
NM_182519	1.6665552997375e-17	-3.92635065335074	0	1	1	chr20	+	31669317	31699557	BPIFB4	30240	2174	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182520	-4.81434064121374	-2.90431676769954	7.57009956149735	0.0059344505977886	0.101799479547935	chr22	+	24105207	24108050	C22orf15	2843	864	-1.77554042827746	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182521	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	187692206	187713897	ZSWIM2	21691	2446	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182522	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	68780914	68981761	FAM19A4	200847	2294	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182523	-0.412280537853205	2.93249717880306	0.660815856213075	0.416272063057226	1	chr3	+	28283123	28361263	CMC1	78140	625	3.25597222796194	2.95025537527695	2.49156129315021	2.88582480899194
NM_182526	-5.81567239901222	-2.56091488937763	12.4839567306264	0.000410461879651149	0.0123582306467941	chr14	-	67936982	67982021	TMEM229B	45039	4068	-6.92635048729141	-1.32089954043659	-6.9263504872914	-6.92635048729141
NM_182527	1.6665552997375e-17	-3.92635065335074	0	1	1	chr22	+	30116343	30127820	CABP7	11477	2980	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182528	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	119913818	119916471	C1QL2	2653	2049	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182531	-0.894786460602605	1.2397399630282	2.73087665430755	0.0984252449174046	0.836614581797939	chr16	+	89284110	89295965	ZNF778	11855	3524	2.00640191025077	1.06293307331398	0.684221549731462	0.597120702473419
NM_182532	-2.17416004681857	-3.75313372378683	1.19504563036774	0.27431415043635	1	chr1	+	55446464	55457966	TMEM61	11502	1097	-4.51607163017132	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182536	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	69172363	69180102	GKN2	7739	800	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182537	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	+	183749331	183757157	HTR3D	7826	1459	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182538	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	+	4337218	4391499	SPNS3	54281	1893	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182539	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	-	44247896	44265458	TCTE1	17562	1683	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182540	-0.855020285187434	0.681699778796595	2.10259829740782	0.147049067380494	1	chrX	+	134654554	134716460	DDX26B	61906	3848	0.513528801372756	1.36273044238866	0.354919373181705	-0.152386002793673
NM_182541	5.94799777060341	-2.35052127247188	13.8533616639921	0.000197642854586542	0.00693140811140729	chrX	+	102965836	102968960	TMEM31	3124	732	-6.92635048729141	-6.92635048729141	-6.9263504872914	-1.05333791030744
NM_182542	1.6665552997375e-17	-3.92635065335074	0	1	1	chr13	-	46115431	46189874	ERICH6B	74443	2421	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182543	-0.965598871323661	0.798246183233352	0.958086834460094	0.327669369609649	1	chr10	-	18834135	18940566	NSUN6	106431	2570	0.583522409287628	1.04195494867103	1.58520167365602	-2.11336992975399
NM_182547	0.235332664143479	4.29287636931544	0.243609609891456	0.621611133689644	1	chr7	-	44618761	44621827	TMED4	3066	1022	4.4078282771953	3.87730520131778	4.64219204934984	4.11350545392523
NM_182548	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	+	35773070	35791852	LHFPL5	18782	2147	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182551	0.399771383804049	5.33078780565731	0.675596954012349	0.4111070330385	1	chr2	+	30670122	30867091	LCLAT1	196969	5060	5.13489004368649	5.06671693292849	5.769930799378	5.2312911641719
NM_182553	-6.23328340067222	-1.9740910035502	15.4642022202458	8.40827281703332e-05	0.00354449309383658	chr11	+	66045671	66051685	CNIH2	6014	1356	-0.342185385790985	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182554	1.6665552997375e-17	-3.92635065335074	0	1	1	chr10	+	50887683	50916956	C10orf53	29273	827	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182557	-0.111169143871535	7.44206228375341	0.0544701072688127	0.815459883137283	1	chr11	-	118766850	118781613	BCL9L	14763	7738	7.48682921190292	7.49905124801477	7.24402630859843	7.51940296325873
NM_182559	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	+	51236700	51281663	TMPRSS12	44963	1461	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182560	1.6665552997375e-17	-3.92635065335074	0	1	1	chr14	+	99177949	99184103	C14orf177	6154	1289	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182562	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	-	98980390	99057611	FAM169B	77221	3298	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182563	0.156200817660794	-1.86399828425201	0.0100220546110492	0.920256827804747	1	chr16	-	2259253	2261069	BRICD5	1816	1031	-1.20417828756478	-6.92635048729141	-6.9263504872914	-1.32818054234219
NM_182565	0.133180262309662	7.18886366202882	0.0713743704349099	0.78934610960532	1	chr17	+	74261285	74267379	UBALD2	6094	1589	7.14660877898502	7.03129228049134	7.63494976416504	6.80924942451071
NM_182566	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	-	4688579	4689729	VMO1	1150	768	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182569	0.36946892313011	0.240626716547661	0.0506192698557086	0.821989180595906	1	chr17	+	57297827	57353330	GDPD1	55503	3284	-1.32722682146568	-1.32089954043659	-6.9263504872914	1.83769285378078
NM_182572	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	58545433	58565999	ZSCAN1	20566	2054	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182573	5.60777435605208	-2.57949336411031	12.1579123483592	0.000488800580842388	0.0141759653904949	chr19	-	44300078	44324808	LYPD5	24730	2473	-6.92635048729141	-6.92635048729141	-4.3448530344316	-1.54561777528624
NM_182575	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	-	49244144	49250166	IZUMO1	6022	1621	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182577	-6.29639300513415	-1.92556923909578	15.9000539231219	6.67768146453975e-05	0.00303266022962719	chr19	-	463345	474983	ODF3L2	11638	1604	-0.278708952274323	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182578	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	151819576	151826173	THEM5	6597	1146	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182581	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	162343514	162346644	C1orf111	3130	1173	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182584	1.6665552997375e-17	-3.92635065335074	0	1	1	chr20	-	31219426	31239783	C20orf203	20357	4793	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182588	2.07955376786462	-0.371817981723622	7.67229162930043	0.00560751953702373	0.0983288935112549	chr2	+	108443387	108509000	RGPD4	65613	7172	-0.40858374108803	-6.92635048729141	0.889687847234531	-1.54561777528624
NM_182592	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	-	44624353	44653658	YIPF7	29305	937	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182594	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	178368193	178393218	ZNF454	25025	2114	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182595	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	53103348	53104618	POM121L12	1270	1270	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182606	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	-	68776018	68829232	TMPRSS11A	53214	2428	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182609	2.30184918198106	-2.19243368321159	4.72544073103638	0.0297195659526837	0.364290705509336	chr19	-	53738637	53758111	ZNF677	19474	3493	-3.12443529654253	-6.92635048729141	-0.780703763422907	-6.92635048729141
NM_182610	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	+	169629481	169656948	SAMD7	27467	2262	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182612	-0.155220336466667	4.93229050080195	0.102627604875224	0.748698904284328	1	chr11	-	767222	777487	PDDC1	10265	4362	4.93184920725222	5.05236517911774	4.56184584633497	5.11083828984497
NM_182614	-0.118591807383238	7.21452223564346	0.0628890033595724	0.801986679525608	1	chr13	+	114462215	114514899	TMEM255B	52684	1031	7.18686703062481	7.35127168612957	7.0483798898009	7.2525645148282
NM_182616	-0.16050903648246	5.35401756831635	0.11171774898685	0.738196914339504	1	chr15	-	90439763	90456222	ARPIN	16459	5272	5.13489004368649	5.6921007091987	5.14162402691249	5.36506475172553
NM_182623	0.325813494818438	-1.04132830928972	0.251960017298994	0.615698337953465	1	chr1	-	16384263	16400127	FAM131C	15864	1701	-0.709738462453674	-2.40221342648278	-0.590608122086162	-1.80174338626191
NM_182625	0.144244629442213	3.12133951697576	0.0891703802544104	0.765234506415933	1	chr2	+	17935176	17966632	GEN1	31456	6226	2.79231128248535	3.25374469768585	3.00023206051111	3.33539207246753
NM_182626	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	10281980	10350942	C2orf48	68962	728	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182627	0.0254520333455545	1.13874375010742	0.000995636062171457	0.974827966041621	1	chr3	-	196281058	196295413	WDR53	14355	1571	0.322070232519074	1.47655048779411	1.83768433310762	0.0160734977424746
NM_182628	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	+	126113781	126155398	CCDC37	41617	2086	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182632	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	1225469	1246304	SLC6A18	20835	2121	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182633	-1.5486224452502	-0.739660537332928	4.09980519468991	0.0428881548311357	0.473595263085742	chr7	+	55980330	56008433	ZNF713	28103	2065	-1.09080485985984	0.168763953512833	-1.25800253706001	-2.76097131036175
NM_182640	-0.0970716611089723	2.46419349999505	0.0396286352790112	0.842208439214334	1	chr2	+	105654482	105716418	MRPS9	61936	1458	2.48001608676591	2.51304173955671	2.41601058656705	2.38353993758812
NM_182643	0.466034264337478	8.07871003287137	0.967571692649329	0.325286539284912	1	chr8	-	12940871	13372429	DLC1	431558	7479	8.06193782407481	7.53585806660984	8.56340852374601	7.9664356911325
NM_182648	0.00065244855550067	4.79490320791844	1.63739940717278e-06	0.998979019946851	1	chr14	-	35221936	35344853	BAZ1A	122917	5920	5.01018430217358	4.54168627220614	4.58420593307969	4.9678918588542
NM_182658	1.6665552997375e-17	-3.92635065335074	0	1	1	chr20	+	31643229	31661434	BPIFB3	18205	1454	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182664	0.830660647310661	-0.578798363143845	1.12963237515587	0.287853767502991	1	chr1	+	206680862	206762616	RASSF5	81754	3520	-4.51607163017132	-0.450022570013496	-6.9263504872914	0.649308051354572
NM_182683	2.43463926140999	-3.74833142831107	1.46616558279331	0.225951654150725	1	chr7	+	76139739	76157199	UPK3B	17460	1449	-6.92635048729141	-6.92635048729141	-4.3448530344316	-6.92635048729141
NM_182692	0.297117796997896	4.62500998567462	0.339432200406563	0.560157150077049	1	chr7	-	104756820	105029377	SRPK2	272557	3688	4.08784726402463	4.80089449725045	4.80335439801421	4.68189011723609
NM_182699	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	+	23018077	23020206	DDX53	2129	2129	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182700	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	-	20821893	20826508	SP8	4615	3633	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182701	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	-	28471072	28483570	GPX6	12498	1712	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182702	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	46871893	46875585	PRSS42	3692	882	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182703	-1.6445765093491	-1.81445771633347	3.14646042661337	0.0760918545137017	0.707773841247781	chr15	+	65204100	65251041	ANKDD1A	46941	3112	-6.92635048729141	-0.640354734624122	-6.9263504872914	-2.29870153355776
NM_182704	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	40005752	40011326	SELV	5574	1704	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182705	-0.183473324425405	6.72865431664246	0.148843465674076	0.699643042836899	1	chr17	-	289770	295731	FAM101B	5961	3620	6.84959456305354	6.77656771342349	6.77415095190238	6.48510602575483
NM_182734	0.342904039389703	5.04746967939085	0.515976650184918	0.472562992870376	1	chr20	+	8112911	8865547	PLCB1	752636	7207	5.22661181326967	4.32868865534998	5.66428224687014	4.57633484729239
NM_182752	0.0514630363321758	5.71047453348986	0.0117701229877445	0.913606855756367	1	chr1	+	3541555	3546694	TPRG1L	5139	2427	5.51108047133654	5.84071055855265	5.61324800640066	5.84160470945011
NM_182757	0.190091858988675	7.54424391243038	0.16091950208974	0.688311360866275	1	chr6	+	18387580	18469105	RNF144B	81525	5036	7.37778810650211	7.51198112831565	7.63910893021254	7.63087568975771
NM_182758	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	-	53805937	54051859	WDR72	245922	7309	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182759	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	+	113263188	113269856	FAM19A3	6668	1065	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182760	-0.173838346763728	3.85512202824915	0.129496433569147	0.718954726145432	1	chr3	-	4402828	4508966	SUMF1	106138	2161	3.95552192692384	3.90079890941922	3.93908652482948	3.57007925095644
NM_182761	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	118965253	118971517	FAM170A	6264	1375	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182762	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	-	20174278	20257013	MACC1	82735	9048	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182763	0.287414382131972	6.40767988096433	0.368196639911247	0.543988898497112	1	chr1	-	150547026	150552214	MCL1	5188	3835	6.10155830467508	6.3969769349317	6.40836648960246	6.66500268614177
NM_182765	0.191529168755544	3.30108252171342	0.155838532628563	0.693017143067172	1	chr10	+	93170041	93274585	HECTD2	104544	4929	3.21796603971233	3.16436262132127	3.26301937281251	3.50075474404093
NM_182767	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	-	85253266	85306608	SLC6A15	53342	4832	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182796	-0.371918066561215	4.07640935704554	0.599626634686128	0.438720517326909	1	chr5	+	162930069	162946359	MAT2B	16290	2293	4.33613992453093	4.15151127952736	3.85576244159363	3.88774018528913
NM_182802	-1.23668514955929	1.90464046521123	5.96434433362133	0.014598027933691	0.208804722815892	chr20	+	5931297	5975852	MCM8	44555	3721	2.41431324121386	2.32612662619263	1.06950672514298	1.19710522505152
NM_182826	-0.0154295088146416	5.85654180655624	0.00104771807059478	0.974178203885538	1	chr8	+	27491576	27534286	SCARA3	42710	1711	6.06149623087769	5.64592430454968	5.93657665959058	5.73997954539284
NM_182828	-0.124740112531578	0.730260640786372	0.0409902431007865	0.83955675652443	1	chr2	+	20866423	20871250	GDF7	4827	1994	0.362448632646907	0.788493408349008	-0.682527228726183	1.43866584029114
NM_182832	1.6665552997375e-17	-3.92635065335074	0	1	1	chr21	-	42547157	42557166	PLAC4	10009	10009	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182833	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	76927602	76998463	GDPD4	70861	2533	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182836	0.14879748343766	5.25057196029399	0.0983281241951541	0.753845250278758	1	chr14	-	24734743	24740833	RABGGTA	6090	1976	5.18781363282862	5.15606689258253	5.34735984036858	5.29410454580185
NM_182847	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	220378891	220403494	ASIC4	24603	2844	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182852	0.611695329279944	2.09657357211033	1.53320198952957	0.215632518618084	1	chr14	-	20779526	20801471	CCNB1IP1	21945	1686	1.88691812358557	1.58204374192136	2.47037605307447	2.22062197186511
NM_182894	-4.63056812617418	-2.9997149229039	6.81209509700413	0.00905424712604063	0.143129659493287	chr14	+	74706174	74729441	VSX2	23267	2995	-1.96239580116072	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182896	-0.752669162593337	2.14740242879562	2.04724553962918	0.15248184290348	1	chr3	+	93698982	93774522	ARL13B	75540	3831	2.05648673342819	2.78964009769998	1.73483663138924	1.6195954833925
NM_182899	0.376605148424957	5.65929452089669	0.610776143927296	0.434495727829693	1	chr7	+	28338939	28865511	CREB5	526572	8188	5.69129192006575	5.20407025305037	5.87946008266402	5.76901615813623
NM_182902	0.869928855558488	1.64891579679835	2.85518645279859	0.0910796788742344	0.805260017983311	chr3	-	47269515	47324337	KIF9	54822	3357	1.14284565237208	1.08361052342285	1.75249517308415	2.20327073992194
NM_182904	-0.141175673579449	4.07001061501045	0.085691540107466	0.769727639897347	1	chr11	-	73977693	74022721	P4HA3	45028	2299	4.3336032356292	3.91817147737938	4.0359979888696	3.93317935859886
NM_182905	-0.0218182097177193	0.348311203052406	0.00140763388005993	0.970071631765215	1	chr9	-	14510	29739	WASH1	15229	1837	0.477215960384941	-0.281899068250554	1.17803000296602	-1.13926305678145
NM_182906	-0.68605685247508	1.5656497122997	1.76257342493191	0.184303853190361	1	chr17	-	6977855	6983600	CLEC10A	5745	1771	2.29421248372579	1.06293307331398	1.83768433310762	0.130648127962278
NM_182909	0.808301498191191	8.19457288630137	2.61868435128099	0.105611973628288	0.872635059586611	chr3	-	99551987	99833357	FILIP1L	281370	3970	7.89110816960572	7.41817666290819	9.04170748605186	7.88409920707919
NM_182915	-0.363536176759179	4.10365545222727	0.55104187195608	0.45789229807285	1	chr2	+	119981383	120023227	STEAP3	41844	4284	4.72481295671566	3.68773291017952	4.12002132473004	3.56669101163226
NM_182916	-0.685879452301505	0.64344340027799	1.06473932632791	0.302136738042917	1	chr3	+	3168599	3190706	TRNT1	22107	2275	1.0715654981987	0.168763953512833	1.35027461801484	-1.66800419404354
NM_182919	0.850728343693629	6.59306857139902	3.18748946547615	0.0742038895682731	0.697406084686827	chr19	-	4815935	4831754	TICAM1	15819	2722	5.96481734253424	6.23370159727496	6.82406514015968	7.07584587437268
NM_182920	0.0409770122969081	4.76653949334164	0.00730579460280723	0.931884611651439	1	chr3	-	64501330	64673365	ADAMTS9	172035	7312	4.53029484275366	4.90621753074649	4.43362669055182	5.08383382446426
NM_182922	-0.777719702766545	2.40505727222334	2.2383099375392	0.134628057039297	1	chr16	+	50099880	50139375	HEATR3	39495	2608	2.62813110000713	2.79591890218948	2.25189197763828	1.6195954833925
NM_182924	0.211677307436542	5.21543408520078	0.18986791635748	0.66302657230928	1	chr7	-	1473994	1499109	MICALL2	25115	3099	5.11877417137503	5.07190055668887	5.09739744942645	5.51586825651122
